BibNum,Title,Author,ISBN,PublicationYear,Publisher,Subjects,ItemType,ItemCollection,FloatingItem,ItemLocation,ReportDate,ItemCount
3174956,Aunty Lee's chilled revenge / Ovidia Yu.,"Yu, Ovidia, 1961-","0062416499, 9780062416490",[2016],"William Morrow, an imprint of HarperCollinsPublishers,","Widows Fiction, Restaurateurs Fiction, Murder Investigation Fiction, Animal rescue Fiction, Singapore Fiction, Mystery fiction",acbk,namys,Floating,nhy,2018-03-01T00:00:00.000,1
363049,The new kid on the block : poems / by Jack Prelutsky ; drawings by James Stevenson.,"Prelutsky, Jack","0688022715, 0688022723",[1984],"Greenwillow Books,","Childrens poetry American Juvenile literature, Humorous poetry Juvenile literature, American poetry Juvenile literature, Humorous poetry",jcbk,ncnf,NA,wts,2018-03-01T00:00:00.000,1
190981,No margin for error : the U.S. Navy's transpacific flight of 1925 / Dwight R. Messimer.,"Messimer, Dwight R., 1937-",0870214977,[1981],"Naval Institute Press,",Transpacific flights,arbk,caaero,NA,cen,2018-03-01T00:00:00.000,1
3106873,The whistling season / Ivan Doig.,"Doig, Ivan","0156031647, 9780156031646",2007.,"Harcourt,","Brothers and sisters Fiction, Irrigation projects Fiction, Housekeepers Fiction, Teachers Fiction, Widowers Fiction, Montana Fiction, Historical fiction, Western stories",acbk,cafic,NA,cen,2018-03-01T00:00:00.000,1
3064999,Islamophobia and the politics of empire / Deepa Kumar.,"Kumar, Deepa, 1968-","1608462129, 9781608462124",2012.,"Haymarket Books,","Islam Public opinion, Muslims Public opinion, Islamophobia, War on Terrorism 2001 2009, Islam in mass media",acbk,canf,NA,cen,2018-03-01T00:00:00.000,1
2805525,Ekstasis / Julia Holter.,"Holter, Julia, 1984-",,[2012],"RVNG,",Popular music 2011 2020,accd,nacd,Floating,bal,2018-03-01T00:00:00.000,1
2746998,Kitchen on fire! : mastering the art of cooking in 12 weeks (or less) / Olivier Said and MikeC. [Michael Cappon].,"Said, Olivier","0738214531, 9780738214535",2011.,"Da Capo Lifelong Books,","Cooking, Cookbooks",acbk,canf,NA,cen,2018-03-01T00:00:00.000,1
2902794,"Super cats / photographs by Fabio Petroni ; text by Flavia Capra ; [translation, Salvatore Ciolfi].","Petroni, Fabio, 1964-","8854406945, 9788854406940",[2012],"White Star Pub.,",Cats Pictorial works,acbk,naover,NA,uni,2018-03-01T00:00:00.000,1
2902710,Libra / Don DeLillo ; with a new introduction by the author.,"DeLillo, Don","0140156046, 9780140156041",2006.,"Penguin Books,","Oswald Lee Harvey Fiction, Kennedy John F John Fitzgerald 1917 1963 Assassination Fiction, Presidents Assassination Fiction, Assassins Fiction, Biographical fiction, Historical fiction",acbk,nafic,NA,net,2018-03-01T00:00:00.000,1
3160199,"Bird boy. Volume 1, The sword of Mali Mani / written and illustrated by Anne Szabla.","Szabla, Anne","1616559306, 9781616559304",2016.,"Dark Horse Books,","Swords Comic books strips etc, Fantasy comics, Action and adventure comics, Comics Graphic works, Graphic novels",jcbk,nccomic,NA,nga,2018-03-01T00:00:00.000,1
2753390,Victims / Jonathan Kellerman.,"Kellerman, Jonathan","0345505719, 9780345505712",[2012],"Ballantine Books,","Delaware Alex Fictitious character Fiction, Forensic psychologists Fiction, Sturgis Milo Fictitious character Fiction, Police California Los Angeles Fiction, Serial murderers Fiction, Mystery fiction, Suspense fiction",acbk,namys,Floating,qna,2018-03-01T00:00:00.000,1
2796354,Elegy for Eddie / Jacqueline Winspear.,"Winspear, Jacqueline, 1955-","0062049577, 9780062049575",[2012],"Harper,","Women private investigators England Fiction, Dobbs Maisie Fictitious character Fiction, Murder Investigation England London Fiction, Street vendors Crimes against Fiction, Murder Investigation Fiction, Undercover operations Fiction, London England History 20th century Fiction, Great Britain History George V 1910 1936 Fiction, Historical fiction, Mystery fiction",acbk,namys,Floating,wts,2018-03-01T00:00:00.000,1
2581416,Sylvie / written and illustrated by Jennifer Sattler.,"Sattler, Jennifer Gordon","0375857087, 0375957081, 9780375857089, 9780375957086",2009.,"Random House,","Flamingos Juvenile fiction, Birds Fiction, Food Juvenile fiction",jcbk,ncpic,NA,mag,2018-03-01T00:00:00.000,1
2114876,Mutiny on the Globe : the fatal voyage of Samuel Comstock / Thomas Farel Heffernan.,"Heffernan, Thomas Farel, 1933-",0393041638,2002.,"W.W. Norton,","Comstock Samuel 1802 1824, Globe Whaling ship, Globe Mutiny 1824, Shipwreck survival",acbk,canf,NA,cen,2018-03-01T00:00:00.000,1
2132045,My friend Rabbit / Eric Rohmann.,"Rohmann, Eric","0761315357, 0761324208, 9780761315353",[2002],"Roaring Brook Press,","Friendship Fiction, Rabbits Juvenile fiction, Mice Juvenile fiction",jcbk,ncpic,NA,rbe,2018-03-01T00:00:00.000,1
3296601,The Berlin Wall : an interactive modern history adventure / by Matt Doeden.,"Doeden, Matt","1491403543, 149140356X, 9781491403549, 9781491403563",[2015],"Capstone Press,","Berlin Wall Berlin Germany 1961 1989 Juvenile literature, Cold War Juvenile literature, Plot your own stories, Berlin Germany History 1945 1990 Juvenile literature, Germany History 1945 1990 Juvenile literature, Choose your own stories",jcbk,ncnf,NA,col,2018-03-01T00:00:00.000,1
410730,"Engine, heavy duty air cooled Wisconsin models VE4, VF4 : instruction book and parts list.",,,[1952],"Dept. of the Army,",Spark ignition engines Maintenance and repair,arbk,cs7r,NA,cen,2018-03-01T00:00:00.000,1
3312062,Into the bright unknown / Rae Carson.,"Carson, Rae","0062242970, 9780062242976",[2017],"Greenwillow Books, an imprint of HarperCollinsPublishers,","Gold Juvenile fiction, Magic Juvenile fiction, Billionaires Juvenile fiction, California History 1846 1850 Juvenile fiction, Gold mines and mining Juvenile fiction, Gold Fiction, Magic Fiction, Billionaires Fiction, California History 1846 1850 Fiction, Science fiction, Young adult fiction",acbk,nanew,NA,swt,2018-03-01T00:00:00.000,1
427343,History of the Consulate and the Empire of France under Napoleon. / Translated ... by D. Forbes Campbell and John Stebbing.,"Thiers, Adolphe, 1797-1877",,1893.,"Chatto and Windus,","Napoleon I Emperor of the French 1769 1821, France History Consulate and First Empire 1799 1815",acbk,canf,NA,cen,2018-03-01T00:00:00.000,1
1967362,"Wildlife sanctuaries & the Audubon Society : places to hide and seek / John M. ""Frosty"" Anderson.","Anderson, John M. (John Merrick)","0292704984, 0292704992",2000.,"University of Texas Press,","National Audubon Society, Wildlife refuges United States",acbk,canf,NA,cen,2018-03-01T00:00:00.000,1
612404,Uncle Charles / Georges Simenon ; translated from the French by Howard Curtis.,"Simenon, Georges, 1903-1989",1850894183,1991.,"ISIS Large Print,",Large type books,acbk,cs1malf,NA,cen,2018-03-01T00:00:00.000,1
2409454,"The best make-ahead recipe : a best recipe classic / by the editors of Cook's illustrated ; photography, Daniel J. Van Ackere ; illustrations, John Burgoyne ; [preface by Christopher Kimball].",,"1933615141, 9781933615141",[2007],"America's Test Kitchen,",Cooking,acbk,nanf,NA,mon,2018-03-01T00:00:00.000,1
3277352,Harry Potter y la cámara secreta / J.K. Rowling ; illustrado por Jim Kay ; traducción de inglés del Adolfo Muñoz y Nieves Martín Azofra.,"Rowling, J. K.","8498387655, 9788498387650",2016.,"Salamandra,","Potter Harry Fictitious character Juvenile fiction, Weasley Ron Fictitious character Juvenile fiction, Granger Hermione Fictitious character Juvenile fiction, Hogwarts School of Witchcraft and Wizardry Imaginary organization Juvenile fiction, Wizards Juvenile fiction, Magic Juvenile fiction, Schools Juvenile fiction, Spanish language materials, England Juvenile fiction",jcbk,ncln,NA,nga,2018-03-01T00:00:00.000,1
1377520,One shoe off / by Tina Howe.,"Howe, Tina",0573694419,[1993],"S. French,",,acbk,capf,NA,cen,2018-03-01T00:00:00.000,4
328477,"Coleridge and the Broad church movement; studies in S.T. Coleridge, Dr. Arnold of Rugby, J.C. Hare, Thomas Carlyle and F.D. Maurice / Charles Richard Sanders.","Sanders, Charles Richard, 1904-",,1942.,"Duke University Press,","Coleridge Samuel Taylor 1772 1834 Religion, Broad Church Movement",arbk,cabr,NA,cen,2018-03-01T00:00:00.000,1
3209337,Sunker's deep / Lian Tanner.,"Tanner, Lian","1250052173, 9781250052179",2016.,"Feiwel & Friends,","Friendship Juvenile fiction, Ocean travel Juvenile fiction, Secrecy Juvenile fiction, Heroes Juvenile fiction",jcbk,ccfic,NA,cen,2018-03-01T00:00:00.000,1
2801155,"The shadow queen : a novel of Wallis Simpson, Duchess of Windsor / Rebecca Dean.","Dean, Rebecca, 1943-","0767930576, 9780767930574",2012.,"Broadway,","Windsor Wallis Warfield Duchess of 1896 1986 Fiction, Windsor Edward Duke of 1894 1972 Fiction, Great Britain History 20th century Fiction, Biographical fiction, Historical fiction",acbk,nafic,NA,uni,2018-03-01T00:00:00.000,1
3228604,A harvest of thorns : a novel / Corban Addison.,"Addison, Corban, 1979-","0718042387, 9780718042387",[2017],"Thomas Nelson,","Secrecy Fiction, Journalists Fiction",acbk,nafic,NA,net,2018-03-01T00:00:00.000,1
2249723,The good body / Eve Ensler.,"Ensler, Eve, 1953-",037550284X,[2004],"Villard,","Women Drama, Body image Drama, Human body Drama",acbk,canf,NA,cen,2018-03-01T00:00:00.000,1
3214378,Beep / Ehtonal ; written and directed by Karen Collins.,,,[2016],"Storming the Base,","Video games Sound effects, Sound, Nonfiction films, Documentary films",acdvd,nadvdnf,Floating,cap,2018-03-01T00:00:00.000,1
2869133,"Winning poker tournaments one hand at a time. Volume I / by Jon ""PearlJammer"" Turner, Eric ""Rizen"" Lynch, Jon ""Apestyles"" Van Fleet ; foreword and introduction by Matthew Hilger.","Turner, Jon, 1936-","0974150274, 9780974150277",[2008],"Dimat Enterprises, Inc,",Poker Handbooks manuals etc,acbk,nanf,NA,gwd,2018-03-01T00:00:00.000,1
2957812,Fiddlehead / Cherie Priest.,"Priest, Cherie","0765334070, 9780765334077",2013.,"Tor,","Inventors Fiction, Fantasy fiction, Alternative histories Fiction",acbk,nafic,NA,gwd,2018-03-01T00:00:00.000,1
3066408,Yoda : the story of a cat and his kittens / Beth Stern with K. A. Alistir ; illustrated by Devin Crane.,"Stern, Beth Ostrosky","1481444077, 9781481444071",[2014],"Aladdin Books,","Cats Juvenile fiction, Kittens Juvenile fiction",jcbk,ncpic,NA,col,2018-03-01T00:00:00.000,1
3023110,The Hueys in None the number / Oliver Jeffers.,"Jeffers, Oliver","0399257691, 9780399257698",2014.,"Philomel Books, an imprint of Penguin Group (USA),","Zero The number Juvenile fiction, Counting Juvenile fiction",jcbk,ncpic,NA,wts,2018-03-01T00:00:00.000,1
1895845,In the time of the drums / Kim L. Siegelson ; illustrated by Brian Pinkney.,"Siegelson, Kim L.","078680436X, 0786823860",[1999],"Jump at the Sun/Hyperion Books for children,","Slave insurrections United States Juvenile fiction, Slave insurrections Juvenile fiction, African Americans Juvenile fiction, Igbo African people Juvenile fiction, Grandmothers Juvenile fiction",jrbk,ccaward,NA,cen,2018-03-01T00:00:00.000,1
2539537,Mrs. Piggle-Wiggle / Betty MacDonald ; illustrations by Alexandra Boiger.,"MacDonald, Betty Bard","0064401480, 0397317123, 9780064401487, 9780397317127",2007.,"HarperCollinsPublishers,","Behavior Fiction, Humorous stories",jcbk,ncfic,NA,gwd,2018-03-01T00:00:00.000,2
383784,"To the little star = Gd︠i︡e ty, zv︠i︡ezdochka = Mon étoile / music by Modest Moussorgsky (posthumous) ; edited by Olin Downes.","Mussorgsky, Modest Petrovich, 1839-1881",,[1921],"C. Fischer,",Songs High voice with piano,acmus,camus,NA,cen,2018-03-01T00:00:00.000,1
3115944,Mama loves / by Molly Goode ; illustrated by Lisa McCue.,"Goode, Molly","0553538969, 0553538977, 9780553538960, 9780553538977",[2015],"Random House,","Mother and child Juvenile fiction, Animals Infancy Juvenile fiction, Stories in rhyme Juvenile fiction",jcbk,ncrdr,Floating,uni,2018-03-01T00:00:00.000,1
2794058,Cosmos / Witold Gombrowicz ; translated from the Polish by Danuta Borchardt.,"Gombrowicz, Witold","0802145620, 9780802145628",[2005],"Grove Press,","Young adults Fiction, Poland Fiction, Mystery fiction, Psychological fiction",acbk,cafic,NA,cen,2018-03-01T00:00:00.000,2
1359257,Visions of the modern / John Golding.,"Golding, John","0520087917, 0520087925",1994.,"University of California Press,","Modernism Art, Art Modern 20th century",acbk,canf,NA,cen,2018-03-01T00:00:00.000,1
2884549,Last friends / Jane Gardam.,"Gardam, Jane","1609450930, 9781609450939",2013.,"Europa Editions,","Triangles Interpersonal relations Fiction, Man woman relationships Fiction",acbk,cafic,NA,cen,2018-03-01T00:00:00.000,2
2089576,It's fall! / by Linda Glaser ; illustrated by Susan Swan.,"Glaser, Linda",0761317589,2001.,"Millbrook Press,",Autumn Juvenile fiction,jcbk,ncpic,NA,swt,2018-03-01T00:00:00.000,1
3067029,The evertree / Marie Lu.,"Lu, Marie, 1984-","0545535212, 0545599776, 9780545535212, 9780545599771",2015.,"Scholastic Inc.,","Human animal relationships Juvenile fiction, Good and evil Juvenile fiction, Shapeshifting Juvenile fiction, Fantasy",jcbk,ncfic,NA,bro,2018-03-01T00:00:00.000,1
2967189,Outside the box / Karma Wilson ; illustrated by Diane Goode.,"Wilson, Karma","1416980059, 9781416980056",[2014],"Margaret K. McElderry Books,","Childrens poetry Juvenile literature, Poetry Juvenile literature",jcbk,ncnf,NA,qna,2018-03-01T00:00:00.000,1
2633233,Edible landscaping / text and photographs by Rosalind Creasy.,"Creasy, Rosalind","1578051541, 9781578051540",[2010],"Sierra Club Books ; Distributed by Publishers Group West,","Edible landscaping, Plants Edible Dictionaries",acbk,nanf,NA,uni,2018-03-01T00:00:00.000,1
2958924,"Black butler. XVI / Yana Toboso ; [translation, Tomo Kimura ; lettering, Alexia Eckerman]","Toboso, Yana, 1984-","0316369020, 9780316369022",2014.,"Yen Press,","Butlers Comic books strips etc, Serial murder investigation England London History 19th century Comic books strips etc, London England Social conditions 19th century Comic books strips etc, Mystery comic books strips etc, Graphic novels",acbk,nycomic,NA,swt,2018-03-01T00:00:00.000,1
3316071,The astonishing thing / Sandi Ward.,"Ward, Sandi,","1496711114, 9781496711113",[2017],"Kensington Books,","Cats Fiction, Families Fiction, Mental illness Fiction, Domestic fiction",acbk,canew,NA,cen,2018-03-01T00:00:00.000,1
2855823,The scoop on poop! / written by Mary & Richard Platt ; illustrated by John Kelly.,"Platt, Mary","0753468867, 9780753468869",[2012],"Kingfisher : distributed in the U.S. by Macmillan,","Feces Juvenile literature, Urine Juvenile literature",jcbk,ncnf,NA,bal,2018-03-01T00:00:00.000,1
3123867,"The cocktail party : eat, drink, play, recover / Mary Giuliani ; foreword by Mario Batali.","Giuliani, Mary","0553393502, 9780553393507",[2015],"Ballantine Books,","Holiday cooking, Cocktail parties, Cocktails, Cookbooks",acbk,nanf,NA,gwd,2018-03-01T00:00:00.000,1
2081959,A present for Mrs. Kazinski / written by Marilynn Reynolds ; illustrated by Lynn Smith-Ary.,"Reynolds, Marilynn, 1940-","1551431963, 155143198X",[2001],"Orca Book Publishers,","Birthdays Juvenile fiction, Gifts Juvenile fiction, Older women Juvenile fiction",jcbk,ccpic,NA,cen,2018-03-01T00:00:00.000,1
2039318,Liar's game / Eric Jerome Dickey.,"Dickey, Eric Jerome",1568959869,2000.,"Wheeler Pub.,","African Americans Fiction, Divorced men Fiction, Large type books, Los Angeles Calif Fiction, Domestic fiction, Romance fiction",acbk,cs1malf,NA,cen,2018-03-01T00:00:00.000,1
496732,Short stories / by Hjalmar Söderberg ; selected and translated by Carl Lofmark.,"Söderberg, Hjalmar, 1869-1941",1870041038,1987.,"Norvik Press ; Dufour Editions [distributor],","S”derberg Hjalmar 1869 1941 Translations into English, Sweden Social life and customs Fiction",acbk,cafic,NA,cen,2018-03-01T00:00:00.000,1
2599722,Women who run with the wolves : myths and stories of the wild woman archetype / Clarissa Pinkola Estés.,"Estés, Clarissa Pinkola","0345396812, 9780345396815",[1995],"Ballantine Books,","Wild women Folklore, Women Folklore, Women Psychology, Archetype Psychology",acbk,nanf,NA,mgm,2018-03-01T00:00:00.000,1
703951,The American pewterer; his techniques & his products / Henry J. Kauffman. Drawings by Dorothy Briggs.,"Kauffman, Henry J., 1908-2001",,[1970],"T. Nelson,",Pewter United States,acbk,canf,NA,cen,2018-03-01T00:00:00.000,1
1978184,"Okanogan County, Washington cemetery records / compiled by Okanagan County Genealogical Society.",,,1991.,"The Society,","Registers of births etc Washington State Okanogan, Okanogan Okanogan County Wash Genealogy",arbk,caref,NA,cen,2018-03-01T00:00:00.000,1
3313322,Anchorman : the legend of Ron Burgundy / Dreamworks Pictures ; an Apatow production ; produced by Judd Apatow ; written by Will Ferrell & Adam McKay ; directed by Adam McKay.,,"1417003677, 9781417003679",©2004.,"DreamWorks Home Entertainment ; Distributed by Universal Studios Home Video,","Burgundy Ron Drama, Television journalists California San Diego Drama, Women television journalists California San Diego Drama, Mass media Ratings and rankings Drama, Feature films, Comedy films, Fiction films, Video recordings for the hearing impaired",acdvd,nadvd,Floating,mgm,2018-03-01T00:00:00.000,1
3109482,In colour / Jamie xx.,Jamie xx,,[2015],"Young Turks,","Popular music 2011 2020, Electronic music, Electronic dance music",accd,nacd,Floating,nhy,2018-03-01T00:00:00.000,1
3262203,The onion field / Metro Goldwyn Mayer ; an Avco Embassy Film ; screenplay by Joseph Wambaugh ; produced by Walter Coblenz ; directed by Harold Becker.,,,[2015],"Kino Lorber Incorporated,","Hettinger Karl 1994 Drama, Campbell Ian Ian James 1931 1963 Drama, Powell Gregory Ulas Drama, Smith Jimmy Lee 2007 Drama, Murder California Los Angeles Drama, Fiction films, Feature films, Police films",acdvd,nadvd,Floating,swt,2018-03-01T00:00:00.000,1
2772255,"Rosemary & Thyme. Series 2 / Carnival Films ; produced by Brian Eastman ; written by Stephen Gallagher, ... [and others] ; directed by Brian Farnham, Gwennan Sage and Simon Langton.",,"1598286943, 1598287044, 9781598286946, 9781598287042",[2011],"Acorn Media,","Gardeners England Drama, Women detectives England Drama, Television series, Fiction television programs, Detective and mystery television programs",acdvd,nadvd,Floating,bro,2018-03-01T00:00:00.000,1
3184173,Search and destroy / Jay Bonansinga.,"Bonansinga, Jay R.","1250058511, 9781250058515",2016.,"Thomas Dunne Books, St. Martin's Press,","Zombies Fiction, Horror fiction",acbk,nafic,NA,mag,2018-03-01T00:00:00.000,1
451188,Der Rosenkavalier / by Richard Strauss ; melodies arr. for piano solo by Hans Barth.,"Strauss, Richard, 1864-1949",,[1944],"Boosey & Hawkes,","Piano music Arranged, Operas Excerpts Arranged",acmus,camus,NA,cen,2018-03-01T00:00:00.000,1
2986259,Flash boys : a Wall Street revolt / Michael Lewis.,"Lewis, Michael (Michael M.)","1442370270, 9781442370272",[2014],"Simon & Schuster Audio,","Stockbrokers United States, Finance United States History 21st century, United States Economic conditions, Wall Street New York N Y, Audiobooks",accd,cacdnf,NA,cen,2018-03-01T00:00:00.000,2
2301305,Bears / story by Ruth Krauss ; pictures by Maurice Sendak.,"Krauss, Ruth",006027994X,2005.,"HarperCollins,",Bears Juvenile fiction,jcbk,ncpic,NA,swt,2018-03-01T00:00:00.000,1
2843195,The north / Stars.,Stars (Musical group),,[2012],"ATO Records/Soft Revolution Records,",Rock music 2011 2020,accd,nacd,Floating,fre,2018-03-01T00:00:00.000,1
2795815,"Landscape ideas you can use : how to choose structures, surfaces & plants that tranform your yard / Chris Peterson.","Peterson, Chris, 1961-","1589237013, 9781589237018",[2012],"Creative Publishing International,","Landscape gardening, Landscape architecture Designs and plans, Landscape architecture Pictorial works, Landscape gardening Pictorial works, Plants Ornamental",acbk,nanf,NA,nhy,2018-03-01T00:00:00.000,1
3069303,"The babadook / IFC Midnight ; Screen Australia ; Causeway Films ; in association with the South Australian Film Corporation and Smoking Gun Productions and Entertainment One ; producers, Kristina Ceyton, Kristian Moliere ; writer/director, Jennifer Kent.",,,[2015],"Shout Entertainment,","Single mothers Drama, Behavior disorders in children Drama, Monsters Drama, Anger Drama, Feature films, Horror films, Fiction films, Video recordings for the hearing impaired",acdvd,nadvd,Floating,cap,2018-03-01T00:00:00.000,2
3230376,"Mind over meds : know when drugs are necessary, when alternatives are better-- and when to let your body heal on its own / Andrew Weil, MD.","Weil, Andrew","0316352977, 9780316352970",2017.,"Little, Brown and Company,","Medication abuse, Alternative medicine",acbk,canf,NA,cen,2018-03-01T00:00:00.000,2
2957511,"Deewangee = Dīvānagī = Dīvāngī / Spark ; Neha Arts ; producer, Nitin Manmohan ; story, Anees Bazmee ; screenplay, Anees Bazmee, Neeraj Pathak, Humayun Mirza ; dialogue, Anees Bazmee, Neeraj Pathak ; written and directed by Anees Bazmee.",,,[2002],"Spark,","Women singers Drama, Murder Drama, Multiple personality Drama, India Drama, Feature films, Thrillers Motion pictures, Legal films, Fiction films, Musical films, Motion pictures Hindi",acdvd,nalndvd,Floating,idc,2018-03-01T00:00:00.000,1
90647,"Catalogue of the collection / [catalogue of paintings, watercolors, drawings and sculpture by Margaret McKellar, catalogue of prints by Elke Morger Solomon and Mariann Nowack].",Whitney Museum of American Art,,1975.,"Whitney Museum of American Art,","Whitney Museum of American Art, Art American Catalogs, Art American 20th century Catalogs, Art Modern 20th century Catalogs, Art New York State New York Catalogs",arbk,cs8r,NA,cen,2018-03-01T00:00:00.000,2
3193064,Blindspot. The complete first season / Warner Bros. Television.,,,[2016],"Warner Bros. Entertainment,","United States Federal Bureau of Investigation Drama, Amnesiacs Drama, Tattooing Drama, Fiction television programs, Television series, Detective and mystery television programs, Video recordings for the hearing impaired",acdvd,cadvd,NA,cen,2018-03-01T00:00:00.000,2
2561039,"Their eyes were watching God / Zora Neale Hurston ; with a foreword by Edwidge Danticat and an afterword by Henry Louis Gates, Jr.","Hurston, Zora Neale","0060838671, 9780060838676",2006.,"Harper Perennial Modern Classics,","African American women Psychology Fiction, Self realization Fiction, Florida Fiction, Psychological fiction",acbk,nafic,NA,dlr,2018-03-01T00:00:00.000,1
2872972,Lottie Paris and the best place / Angela Johnson ; illustrated by Scott M. Fischer.,"Johnson, Angela, 1961-","0689873786, 9780689873782",[2013],"Simon & Schuster Books for Young Readers,","Libraries Juvenile fiction, Friendship Fiction",jcbk,ncpic,NA,swt,2018-03-01T00:00:00.000,1
2901760,The long road home : the aftermath of the Second World War / Ben Shephard.,"Shephard, Ben, 1948-","1400033500, 9781400033508",2012.,"Anchor Books,","World War 1939 1945 Refugees, World War 1939 1945 Forced repatriation, Repatriation Europe History 20th century, Repatriation Asia History 20th century",acbk,canf,NA,cen,2018-03-01T00:00:00.000,2
3102832,"63 thói quen tốt giúp trẻ trưởng thành / chủ biên, Vương Vũ ; dịch, Thanh Tú.",,"6045017374, 9786045017371",2015.,"Văn Hóa Thông Tin,","Habit, Parenting, Discipline of children, Parenting Handbooks manuals etc, Moral development Children Handbooks manuals etc, Personality development Children Handbooks manuals etc, Child psychology Children Handbooks manuals etc",acbk,naln,NA,col,2018-03-01T00:00:00.000,1
2232433,Camels / by Judith Jango-Cohen.,"Jango-Cohen, Judith",0761417508,2005.,"Benchmark Books,",Camels Juvenile literature,jcbk,ncnf,NA,net,2018-03-01T00:00:00.000,1
3059805,Getting to yes with yourself : and other worthy opponents / William Ury.,"Ury, William","0062363387, 9780062363381",[2015],"HarperOne, an imprint of HarperCollinsPublishers,","Negotiation, Attitude Psychology, Interpersonal conflict",acbk,nanf,NA,cap,2018-03-01T00:00:00.000,1
2605497,Neo Leo : the ageless ideas of Leonardo da Vinci / Gene Barretta.,"Barretta, Gene","0805087036, 9780805087031",2009.,"H. Holt,","Leonardo da Vinci 1452 1519 Knowledge Engineering Juvenile literature, Inventors Italy Biography Juvenile literature, Inventions History Juvenile literature, Inventions Juvenile literature",jcbk,ncenf,NA,glk,2018-03-01T00:00:00.000,1
2916502,Brazilian playground.,,,[2012],"Putumayo Kids,","Childrens songs Brazil Juvenile sound recordings, Songs Portuguese Brazil Juvenile sound recordings, Songs Brazil",jccd,nccd,Floating,dth,2018-03-01T00:00:00.000,1
2209625,"The annotated Christmas carol : a Christmas carol in prose / Charles Dickens ; illustrated by John Leech ; edited with an introduction, notes, and bibliography by Michael Patrick Hearn.","Dickens, Charles, 1812-1870",0393051587,[2004],"W.W. Norton,","Dickens Charles 1812 1870 Christmas carol, Scrooge Ebenezer Fiction, Poor families Fiction, Sick children Fiction, Misers Fiction, London England Fiction, Christmas fiction, Ghost stories",acbk,nahol,NA,bal,2018-03-01T00:00:00.000,1
2865844,"Modernist cuisine at home / Nathan Myhrvold with Maxime Bilet ; photography by Nathan Myhrvold, Melissa Lehuta and the Cooking Lab photography team.","Myhrvold, Nathan","0982761015, 9780982761014",2012.,"Cooking Lab,","Cooking, Food, Gastronomy, Molecular gastronomy, Cookbooks",acbk,naover,NA,bal,2018-03-01T00:00:00.000,1
3243913,Seattle walks : discovering history and nature in the city / David B. Williams.,"Williams, David B., 1965-","0295741287, 9780295741284",[2017],"University of Washington Press,","Walking Washington State Seattle Metropolitan Area Guidebooks, Natural history Washington State Seattle Metropolitan Area, Natural resources Washington State Seattle Metropolitan Area, Urban geology United States, Seattle Metropolitan Area Wash Guidebooks, Guidebooks",acbk,nanf,NA,net,2018-03-01T00:00:00.000,1
3255553,The cannabis grow bible : the definitive guide to growing marijuana for recreational and medical use / by Greg Green.,"Green, Greg (Grower)","193786636X, 9781937866365",c2017.,"Green Candy Press,","Marijuana, Cannabis, Marijuana Propagation, Cannabis Propagation",acbk,nanf,NA,gwd,2018-03-01T00:00:00.000,1
2357810,"The call of the wild ; and, White Fang / Jack London ; illustrated by Scott McKowen.","London, Jack, 1876-1916",9781402714559,2004.,"Sterling Pub.,","Dogs Fiction, Wolves Juvenile fiction, Human animal relationships Juvenile fiction, Yukon Juvenile fiction, Canada History 1867 1914 Juvenile fiction",jcbk,ncfic,NA,wal,2018-03-01T00:00:00.000,1
2722607,"Salt water taffy, the seaside adventures of Jack and Benny. [Vol. 4], Caldera's revenge. Part 1 / written & illustrated by Matthew Loux ; lettered by Douglas E. Sherwood ; edited by Jill Beaton.","Loux, Matthew","193496462X, 9781934964620",2011.,"Oni Press,","Vacations Maine Comic books strips etc, Brothers Comic books strips etc, Vacations Comic books strips etc, Adventure and adventurers Comic books strips etc, Cartoons and comics, Graphic novels",jcbk,cccomic,NA,cen,2018-03-01T00:00:00.000,2
2431956,Taste : acquiring what money can't buy / Letitia Baldrige.,"Baldrige, Letitia","0312351739, 9780312351731",2007.,"Truman Talley Books/St. Martin's Press,","Etiquette United States, Conduct of life, Aesthetics United States, Success United States",acbk,canf,NA,cen,2018-03-01T00:00:00.000,1
2589525,The last days of Newgate / Andrew Pepper.,"Pepper, Andrew, 1969-","0753821680, 9780753821688",2007.,"Phoenix,","Pyke Fictitious character Pepper Fiction, False imprisonment Fiction, Murder Investigation Fiction, London England History 19th century Fiction, Great Britain Politics and government 1820 1830 Fiction, Mystery fiction",acbk,camys,NA,cen,2018-03-01T00:00:00.000,1
2702421,"Storey's guide to raising ducks : breeds, care, health / Dave Holderread.","Holderread, Dave","1603426922, 1603426930, 9781603426923, 9781603426930",[2011],"Storey Pub.,",Ducks,acbk,nanf,NA,rbe,2018-03-01T00:00:00.000,1
3107050,Slasher girls and monster boys / stories selected by April Genevieve Tucholke.,,"0803741731, 9780803741737",2015.,"Dial Books, an imprint of Penguin Group (USA) Inc.,","Horror stories, Short stories",acbk,nyfic,NA,nga,2018-03-01T00:00:00.000,1
3254818,The women in the castle : [a novel] / Jessica Shattuck.,"Shattuck, Jessica","0062657399, 9780062657398",[2017],"Harper Audio,","Castles Germany Bavaria Fiction, Interpersonal relations Fiction, Widows Fiction, Germany History 1945 1955 Fiction, Historical fiction, Audiobooks",accd,nabocd,Floating,net,2018-03-01T00:00:00.000,1
